1, 2.0
2, 2.732050807568877
3, 2.917553378775991
4, 2.9957090681024403
5, 3.037048828883551
6, 3.061983022294845
7, 3.0783719094432667
8, 3.089819144357174
9, 3.0981853827696644
10, 3.1045183262483187
11, 3.1094483054525868
12, 3.1133749194161666
13, 3.1165624761321067
14, 3.1191920488821454
15, 3.1213914124755706
16, 3.12325303782774
17, 3.124845322793154
18, 3.1262198320209715
19, 3.127416097256389
20, 3.128464879754982
21, 3.1293904365544902
22, 3.1302121257852593
23, 3.130945563878949
24, 3.1316034730484006
25, 3.132196310902996
26, 3.1327327443608692
27, 3.1332200106563066
28, 3.1336641953801
29, 3.134070448801553
30, 3.1344431557571357
30, 3.1344431557571357
35, 3.1359182707735864
40, 3.1369477342170113
45, 3.137699636389362
50, 3.138268511098498
55, 3.1387111790941487
60, 3.1390636346198684
65, 3.1393496706132136
70, 3.1395855787464577
75, 3.139782850190514
80, 3.139949797967141
85, 3.140092568926028
90, 3.140215795788365
95, 3.1403230292921305
100, 3.1404170317790494
105, 3.1404999810696097
110, 3.140573614834422
115, 3.140639334637985
120, 3.140698282116387
125, 3.140751395559135
130, 3.1407994524897194
135, 3.1408431020957694
140, 3.1408828902017336
145, 3.1409192786951863
150, 3.1409526607810467
155, 3.140983373064448
160, 3.141011705199455
165, 3.1410379076523585
170, 3.1410621979923046
175, 3.141084766022317
180, 3.1411057779907154
185, 3.1411253800678653
190, 3.141143701232326
195, 3.14116085567917
200, 3.1411769448395295
